FID,OTC_code,X_UTMWGS84,Y_UTMWGS84,D_0_15,D_15_30,D_30_50,D_50_100,TC,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_8A,Band_11,Band_12,RVI,NDVI,GNDVI,NDI45,SAVI,EVI2,IRECl,MCARI,BI,RI,CI
80,HP12,680497.281,2289480.965,25.65,18,21.16,44.16,108.97,0.0453371,0.0423516,0.061863299,0.0406674,0.079089098,0.257358998,0.306371003,0.311439008,0.334302008,0.138500005,0.057889,7.658209801,0.769005001,0.668561995,0.320832014,0.476651013,0.48041901,0.86461103,0.00134386,0.0370166,0.000102312,-0.206727996
81,HP01,679406.0481,2288196.052,28.74,13.19,16.98,24.3,83.21,0.0389647,0.0384477,0.056347501,0.037022199,0.072084203,0.204359993,0.246548995,0.258538991,0.265139997,0.093711197,0.040616199,6.9833498,0.749477983,0.642108977,0.321355999,0.417661011,0.411009997,0.594011009,0.00111899,0.033710901,7.72325E-05,-0.206975996
82,HP02,679550.0307,2288647.987,17.69,13.56,18.17,44.45,93.87,0.040593199,0.038825601,0.055243701,0.038161501,0.074266598,0.253035992,0.311563998,0.323229998,0.339569986,0.138907999,0.058854401,8.470040321,0.788807988,0.708070993,0.321139991,0.496408999,0.503718972,0.931515992,0.00116622,0.0335714,8.04514E-05,-0.182881996
83,HP11,679123.2383,2288051.552,17.88,4.54,22.54,45.31,90.27,0.036112599,0.035296202,0.0534034,0.034515198,0.069441602,0.204694003,0.247507006,0.254703999,0.264517993,0.090444997,0.037826601,7.379479885,0.761322021,0.653346002,0.335970014,0.418493986,0.411556005,0.627839983,0.00110782,0.031793199,6.36195E-05,-0.214836001
84,HP05,677512.7468,2286313.664,28.14,17.52,10.62,0,56.28,0.0291731,0.032141902,0.054139599,0.034971099,0.071050197,0.190983996,0.223838001,0.223309994,0.236889005,0.075540699,0.031281501,6.385550022,0.729201019,0.609733999,0.340301007,0.372563988,0.360184014,0.507677019,0.00117968,0.032226,6.62115E-05,-0.215108007
85,HP15,677359.6749,2285111.215,17.94,17.85,21.88,39.68,97.35,0.035025202,0.039959401,0.058922298,0.046018202,0.076218903,0.166195005,0.185032994,0.194448993,0.202857003,0.071456701,0.033427499,4.225490093,0.617260993,0.53489399,0.247066006,0.300684005,0.284373999,0.303122014,0.000807608,0.0373815,0.000124778,-0.122965999
86,HP06,677206.3557,2284358.502,22.89,14.7,17.58,42.24,97.41,0.036520202,0.043987501,0.065659598,0.053185001,0.080696099,0.154449999,0.174535006,0.158601999,0.181379005,0.0677808,0.032247201,2.982069969,0.497749001,0.414436013,0.205488995,0.222151995,0.204891995,0.232261002,0.000674123,0.0422488,0.000185728,-0.104965001
87,HP16,676188.0009,2283653.563,17.25,15.46,37.32,46.68,116.71,0.032304902,0.036809199,0.056102298,0.035768799,0.070475802,0.163846999,0.179998994,0.191503003,0.192330003,0.070742004,0.032032602,5.353919983,0.68523401,0.546841979,0.326669991,0.321202993,0.304800987,0.335317999,0.0011048,0.033267401,7.17777E-05,-0.221325994
88,HP17,675672.0695,2283156.067,17.94,17.08,20.55,46.29,101.86,0.0280829,0.0315107,0.050334699,0.032463498,0.066453502,0.179379001,0.201404005,0.202038005,0.216708004,0.072886199,0.032139901,6.223549843,0.723128021,0.601109028,0.343620986,0.346305996,0.331212997,0.456023991,0.00104574,0.0299477,5.30466E-05,-0.215839997
89,HP07,673602.6196,2281717.734,29.22,17.02,17.37,39.54,103.15,0.029990399,0.0355484,0.051562399,0.035882801,0.067717798,0.170553997,0.199157998,0.201584995,0.207335994,0.065738603,0.027633199,5.617879868,0.697788,0.592630029,0.307285994,0.337036997,0.32170099,0.411226988,0.000910607,0.031409599,6.63904E-05,-0.179307997
90,HP18,672823.866,2281404.587,18.64,11.45,24.24,0,54.33,0.026310399,0.0307531,0.0480012,0.0290427,0.065993696,0.193549007,0.226825997,0.224665999,0.245307997,0.075847,0.032569099,7.735720158,0.771054983,0.647913992,0.388808012,0.389322013,0.377835989,0.580066979,0.0012324,0.0280517,4.04881E-05,-0.246074006
91,HP19,672388.9565,2281461.603,21.01,25.17,31.95,22.64,100.77,0.026446801,0.0294901,0.048246901,0.0305252,0.065073997,0.207700998,0.249638006,0.259667009,0.271364987,0.087484904,0.035144199,8.506620407,0.789619982,0.68662101,0.361391991,0.434973001,0.429771006,0.699355006,0.00107735,0.028546199,4.4956E-05,-0.224974006
92,TT05,671617,2280790,19.94,12.93,17.86,36.15,86.88,0.030943699,0.033782501,0.054753002,0.034971099,0.066683397,0.176251993,0.205359995,0.222292006,0.219622001,0.066351302,0.026452901,6.356450081,0.728129983,0.60473597,0.311960995,0.371048987,0.358516991,0.45035699,0.000929999,0.032484099,6.69617E-05,-0.220475003
93,TT06,671258,2279969,28.54,23.24,17.58,23.71,93.07,0.0260376,0.031889401,0.047509801,0.0309813,0.068292499,0.186187997,0.222130001,0.224553004,0.237825006,0.079726599,0.033856701,7.248020172,0.757517993,0.650744021,0.375840992,0.38430801,0.372566998,0.521133006,0.00123704,0.0283594,4.5602E-05,-0.210577995
94,TT04,669880,2278887,18.63,15.67,28.99,21.54,84.83,0.026446801,0.029237499,0.050825801,0.027788101,0.071624704,0.226503,0.264963001,0.27105099,0.286709011,0.090853304,0.0324618,9.754210472,0.814025998,0.684190989,0.440955013,0.456781,0.454614013,0.750033975,0.0017393,0.0289631,3.92465E-05,-0.293049008
95,TT07,670710,2279510,30.56,16.32,21.51,0,68.39,0.0283555,0.031131901,0.048124101,0.032007501,0.067487903,0.196447998,0.227999002,0.243306994,0.252786994,0.088403501,0.035466101,7.601560116,0.767484009,0.669739008,0.35660401,0.408800006,0.400150001,0.570505023,0.00112146,0.028898099,4.9302E-05,-0.201126993
96,TT02,668404,2277570,28.61,18.35,18.58,27.67,93.21,0.0271286,0.0303743,0.0504575,0.0284725,0.071050197,0.257248998,0.310185999,0.320760012,0.33089301,0.091567799,0.0311742,11.2656002,0.836942971,0.728151977,0.427819997,0.516268015,0.526040018,1.019989967,0.00163751,0.0289682,4.09049E-05,-0.278537989
97,TT03,669292,2278497,15.68,18.38,44.03,25.42,103.51,0.0278103,0.031384502,0.0462812,0.030297199,0.062659398,0.194886997,0.227678999,0.239242002,0.246346995,0.086259902,0.0333202,7.896500111,0.775192976,0.675814986,0.348143995,0.407279015,0.398155004,0.613910019,0.000941307,0.027658001,4.24824E-05,-0.208727002
98,TT01,665428,2274251,41.37,15.57,15.58,38.11,110.63,0.039100502,0.043735798,0.057083301,0.0390728,0.073347799,0.185405999,0.210916996,0.219577998,0.229090005,0.080339096,0.031388801,5.619719982,0.697871983,0.587342024,0.304881006,0.356893986,0.343596011,0.434381992,0.00106328,0.034587499,8.71483E-05,-0.187305003
99,TT08,664721,2270734,17.79,16.04,29.39,0,63.22,0.036791898,0.036431,0.051316801,0.033489399,0.070360899,0.228393003,0.277188003,0.263049006,0.294272006,0.087995298,0.029993899,7.854690075,0.774131,0.673521996,0.355044007,0.432294995,0.427190989,0.791050971,0.00121907,0.0306389,5.7554E-05,-0.210214004
100,TT09,664620,2269977,8.48,20.67,81.61,50.88,161.64,0.035025202,0.038573701,0.055734299,0.0365665,0.0707056,0.210484996,0.253684014,0.25898999,0.272816986,0.092486396,0.034715001,7.082719803,0.752559006,0.645821989,0.318248004,0.419373989,0.412889987,0.646340013,0.00106326,0.033329502,7.45227E-05,-0.207666993
101,TT10,664711,2269064,17.94,25.75,24.46,46.61,114.76,0.031896599,0.0340348,0.049966302,0.0309813,0.068752103,0.217383996,0.259218007,0.266880989,0.272505999,0.098814197,0.0373974,8.61427021,0.791975975,0.684603989,0.378717005,0.443497986,0.439705998,0.721652985,0.00128472,0.029395901,4.79598E-05,-0.234533995
102,TT11,664895,2268239,29.24,22.59,31.81,0,83.64,0.0359767,0.0359267,0.0524216,0.031893499,0.068752103,0.214268997,0.251980007,0.261357993,0.272091001,0.093506999,0.035251498,8.194720268,0.782483995,0.665870011,0.366223007,0.433905989,0.428777009,0.685909986,0.00123818,0.030680699,5.33228E-05,-0.243469
103,TT12,666235,2267318,20.72,11.79,20.59,0,53.1,0.0271286,0.031889401,0.048983902,0.027674001,0.068981998,0.225613996,0.264856994,0.27105099,0.282977998,0.085749596,0.029564699,9.794409752,0.814719021,0.693884015,0.427370995,0.457060009,0.454921007,0.775735021,0.00154113,0.028130401,3.75144E-05,-0.27798599
104,TT13,666322,2267016,10.51,14.87,11.62,44.74,81.74,0.029036799,0.031131901,0.0480012,0.028586499,0.068407401,0.239722997,0.286004007,0.288165987,0.308557987,0.087893203,0.029135499,10.08049965,0.819501996,0.714420021,0.410549998,0.476727992,0.478302002,0.902076006,0.00142318,0.0279343,3.92261E-05,-0.253495991
105,TT14,666618,2266604,24.05,12.07,29.89,37.24,103.25,0.030671399,0.031637002,0.049720701,0.0292708,0.067258097,0.246491998,0.292266011,0.298738986,0.320556998,0.097385399,0.034285899,10.20600033,0.821524978,0.714626014,0.393532008,0.488162011,0.49209401,0.963845015,0.00130979,0.0288484,4.25998E-05,-0.258886993
106,TH16,666535,2262667,33.4,12.2,0,0,45.6,0.032985199,0.035170101,0.052053399,0.034173299,0.069211803,0.186968997,0.215296,0.224778995,0.231066003,0.083503798,0.0356807,6.577630043,0.73606497,0.623935997,0.33891201,0.376715004,0.364643991,0.489286005,0.00110746,0.0311343,6.07887E-05,-0.207360998
107,TH10,667821,2260989,25.62,18.33,20.37,32.23,96.55,0.030399,0.0307531,0.046035402,0.029841,0.068062603,0.198008999,0.235145003,0.225796998,0.244268999,0.0853412,0.032998301,7.566649914,0.766537011,0.661294997,0.390399992,0.388987005,0.377588987,0.597274005,0.0012925,0.0274306,4.0994E-05,-0.213431001
108,TH11,667688,2261171,14.83,29.73,20.57,76.1,141.23,0.0301266,0.030879401,0.048492599,0.029498899,0.067373,0.200794995,0.235678002,0.251996994,0.248217002,0.086770304,0.033856701,8.542579651,0.790413022,0.677242994,0.390971005,0.427062005,0.420507014,0.614485979,0.00129143,0.0283801,4.21975E-05,-0.243534997
109,TH12,668233,2260869,18.93,16.21,14.94,25.99,76.07,0.0327131,0.035043899,0.0524216,0.034173299,0.068867102,0.166641995,0.191027999,0.195469007,0.196813002,0.063083597,0.025057901,5.719930172,0.702377975,0.577058971,0.336701006,0.331591994,0.315651,0.379550993,0.00108955,0.0312883,6.12187E-05,-0.210731
110,TH15,666745,2261709,26.99,52.38,0,0,79.37,0.034481399,0.0394555,0.0586772,0.040781301,0.075070597,0.163512006,0.182034999,0.195015997,0.192851007,0.066453397,0.0294574,4.782000065,0.654098988,0.537415981,0.295976013,0.314424008,0.298236012,0.30766499,0.00106333,0.0357286,9.75866E-05,-0.179932997
111,TH13,667980,2259811,21.05,17,10.01,0,48.06,0.031488299,0.037439499,0.057819001,0.0366804,0.076333702,0.200682998,0.234612003,0.236870006,0.250606,0.096364804,0.0405089,6.457670212,0.731819987,0.607593,0.350870013,0.388190001,0.377743989,0.52036798,0.00142555,0.034236301,7.77927E-05,-0.223690003
112,TH14,667587,2259256,11.83,12.11,15.51,41.79,81.24,0.029036799,0.0320157,0.0495979,0.031437401,0.068177499,0.204583004,0.238983005,0.244661003,0.257979006,0.080951601,0.0297793,7.782489777,0.772274017,0.662895977,0.368820995,0.412106991,0.403798997,0.622789979,0.00121331,0.029361,4.90181E-05,-0.224105999
113,TH03,665624,2249799,25.76,13.69,16.71,37.84,94,0.030671399,0.032899201,0.047509801,0.029498899,0.065878697,0.236725003,0.283243001,0.267558008,0.304212004,0.081768297,0.0269894,9.070090294,0.801392019,0.698414981,0.381428987,0.448009014,0.444685012,0.911789,0.00118984,0.0279615,4.13424E-05,-0.233881995
114,TH04,665571,2248944,18.42,26.99,27.94,74.55,147.9,0.029990399,0.032141902,0.047755498,0.0293849,0.063579299,0.211932003,0.251448005,0.25492999,0.270846993,0.080134898,0.027633199,8.675550461,0.793292999,0.684454024,0.367823988,0.431353986,0.425410986,0.740212023,0.00106104,0.028036,4.12355E-05,-0.238146007
115,TH07,666790,2248028,20.56,11.94,12.19,28.33,73.02,0.033801399,0.037691601,0.054753002,0.039414499,0.061394401,0.157695994,0.186959997,0.177103996,0.198063001,0.0575689,0.0224826,4.49338007,0.635924995,0.52770102,0.218034998,0.288246989,0.270680994,0.378980994,0.000453918,0.033732001,8.50591E-05,-0.162884995
116,TH05,666042,2247711,23.7,22.43,19.95,32.58,98.66,0.0302628,0.031384502,0.050703,0.030183099,0.069671497,0.213045001,0.247293994,0.250304013,0.262234986,0.078399397,0.0278478,8.292849541,0.784780979,0.663110971,0.395458013,0.423045993,0.416031003,0.663892984,0.00140952,0.0295035,4.61916E-05,-0.253688008
117,TH06,666756,2247779,13.96,11.59,14.03,30.14,69.72,0.0287643,0.033530101,0.050211899,0.028586499,0.069096901,0.223723993,0.263579994,0.270375013,0.283288985,0.076051198,0.025916399,9.458120346,0.808761001,0.686749995,0.414710999,0.453942001,0.451440006,0.76086998,0.00148808,0.0288895,4.10326E-05,-0.274439007
118,TH08,667037,2247441,14.18,18.7,17.33,45.25,95.46,0.0294456,0.031384502,0.050334699,0.0282443,0.068522297,0.236279994,0.276868999,0.286139995,0.293857992,0.081870399,0.0270967,10.13090038,0.82032001,0.700811982,0.41623801,0.475014001,0.476200014,0.857315004,0.0014758,0.028858799,4.01541E-05,-0.281121999
119,TH09,666453,2246966,28.11,15.91,17.49,41.31,102.82,0.029036799,0.0315107,0.0486154,0.031437401,0.066913202,0.194330007,0.227892995,0.226023003,0.246657997,0.083810002,0.0324618,7.189610004,0.755788028,0.64596802,0.360707998,0.385338008,0.373778999,0.570545971,0.00112871,0.028947201,4.80471E-05,-0.214582995
120,TH01,666696,2245988,25.97,21.16,22.38,45.9,115.41,0.030807501,0.0307531,0.055856999,0.032121498,0.075415097,0.231059998,0.269322991,0.277020991,0.294167995,0.105345003,0.042654801,8.624170303,0.792190015,0.664399981,0.402594,0.453997999,0.452140003,0.726746976,0.00170499,0.032217201,5.76326E-05,-0.269787997
121,TH02,667167,2246539,14.71,27.21,15.93,39.26,97.11,0.034481399,0.0395815,0.0596577,0.0421477,0.074726,0.170331001,0.196591005,0.193203002,0.209524006,0.067066103,0.026774799,4.583950043,0.641830981,0.528137982,0.278748006,0.308129013,0.291756988,0.352039009,0.000963165,0.036522198,0.000105978,-0.171994001
122,XT38,664180,2240610,23.85,8.09,16.14,42.8,90.88,0.040457498,0.0434842,0.058186799,0.043172501,0.078400403,0.149860993,0.177750006,0.196827993,0.186073005,0.054913498,0.022053299,4.559120178,0.640231013,0.543659985,0.28976801,0.311464012,0.295392007,0.257241994,0.00109859,0.036226898,0.000108452,-0.14813
123,XT39,664432,2240721,48.4,12.05,22.39,44.49,127.33,0.039100502,0.041974001,0.0573286,0.039756201,0.073462598,0.168096006,0.194238007,0.199546993,0.208481997,0.0677808,0.028169701,5.01925993,0.667733014,0.553646982,0.297710001,0.324205011,0.308485001,0.353480995,0.00102736,0.0348824,9.06112E-05,-0.180999994
124,XT42,664331,2240544,27.37,17.73,0,0,45.1,0.036791898,0.0398334,0.0567155,0.0366804,0.071280003,0.198342994,0.239302993,0.241500005,0.265866995,0.0691083,0.025487101,6.583899975,0.736283004,0.619634986,0.320484012,0.394805014,0.385134995,0.563814998,0.00109635,0.033771601,7.6308E-05,-0.214516997
125,XT43,664581,2240795,23.75,16.39,16.75,0,56.89,0.036927801,0.040715002,0.055121001,0.036338601,0.070131101,0.188418999,0.220208004,0.218673006,0.239800006,0.076153301,0.029242801,6.017670155,0.715004981,0.597355008,0.317391008,0.362248987,0.349063993,0.493997008,0.00104049,0.033010699,7.27869E-05,-0.205363005
126,XT01,664193,2239842,18.48,16.54,8.93,0,43.95,0.037471101,0.039077599,0.057941601,0.035427,0.077941097,0.245716006,0.292477995,0.298514009,0.317764997,0.108814999,0.0413673,8.426199913,0.787824988,0.674902022,0.375010014,0.473212004,0.475389004,0.810374975,0.0016374,0.0339569,7.27207E-05,-0.241136998
127,XT02,664183,2239868,16.35,15.31,17.8,0,49.46,0.043982599,0.041092701,0.061740801,0.038844999,0.082073197,0.166195005,0.185139999,0.232351005,0.201814994,0.071252503,0.028169701,5.981500149,0.713528991,0.580125988,0.357499987,0.376376003,0.364946991,0.296241999,0.00169289,0.036472101,9.31629E-05,-0.227624997
128,XT03,664185,2239594,24.75,16.29,10.3,32.25,83.59,0.043169498,0.041344501,0.0610057,0.0429448,0.079433501,0.177591994,0.208780006,0.211659998,0.220038995,0.0828913,0.0332129,4.928649902,0.662654996,0.552523017,0.29816401,0.335370988,0.320816994,0.370763004,0.00119695,0.037302598,0.00011251,-0.173746005
129,XT04,664248,2239191,21.02,16.75,24.86,31.74,94.37,0.036791898,0.039203599,0.057941601,0.0383894,0.076104097,0.159150004,0.178820997,0.195922002,0.200563997,0.078195199,0.0332129,5.103559971,0.672321975,0.543522,0.32940501,0.321797013,0.305756986,0.293673009,0.0012854,0.0347526,8.5391E-05,-0.202969
130,XT25,664013,2237988,21.55,23.68,18.73,41.26,105.22,0.030943699,0.034161001,0.053894199,0.032463498,0.071739599,0.198899999,0.236637995,0.242629007,0.251125008,0.087076597,0.033749402,7.473909855,0.763981998,0.636493027,0.376919001,0.406724006,0.397877991,0.566079974,0.00140243,0.031458098,5.67978E-05,-0.248162001
131,XT35,663927,2237594,26.25,20.21,30.08,27.45,103.99,0.032441001,0.033530101,0.054384898,0.0307533,0.074266598,0.210706994,0.242500007,0.248724997,0.260055006,0.081564203,0.030101201,8.087739944,0.779923022,0.641152978,0.414333999,0.419456005,0.412034005,0.60076201,0.00172039,0.0312389,5.14353E-05,-0.277568012
132,XT36,664785,2237955,40.24,17.12,28.84,42.44,128.64,0.037878498,0.037061401,0.0573286,0.035540901,0.074955702,0.189758003,0.215296,0.224778995,0.227009997,0.078603603,0.031388801,6.324520111,0.726944983,0.593569994,0.356705993,0.373340011,0.361120999,0.455067992,0.00141457,0.033725802,7.2415E-05,-0.234604999
133,XT37,665004,2238467,24.93,19.34,24.08,47.92,116.27,0.043576099,0.041218601,0.061618298,0.039756201,0.077367097,0.183063,0.211665004,0.215279996,0.225658,0.074111402,0.031710699,5.414999962,0.688230991,0.554938972,0.321121991,0.348706007,0.334791988,0.406762004,0.00129611,0.036665302,9.73914E-05,-0.215655997
134,XT40,664619,2238709,27,18.01,27.05,47.65,119.71,0.0352971,0.038069598,0.055979598,0.037478,0.072314002,0.182728007,0.214228004,0.217541993,0.227633998,0.084524602,0.035573401,5.804540157,0.706079006,0.59067601,0.317290992,0.357733995,0.344294012,0.446624994,0.00109974,0.033683501,7.86288E-05,-0.197968006
135,XT41,664496,2238108,24.99,17.04,19.35,43.35,104.73,0.037878498,0.036557101,0.0567155,0.035768799,0.074036904,0.193214998,0.218606994,0.224892005,0.238137007,0.082585,0.033642098,6.287390232,0.725552976,0.597203016,0.348506987,0.372945994,0.360720009,0.477153987,0.00133188,0.033526301,7.25623E-05,-0.226488993
136,XT45,657756,2237640,25.52,22.4,29.83,30.98,108.73,0.0382859,0.037187401,0.054630298,0.035882801,0.070360899,0.177704006,0.201404005,0.213923007,0.214001,0.073396698,0.0311742,5.961709976,0.712714016,0.593150973,0.324519008,0.356171995,0.342373013,0.418040991,0.00108027,0.0326804,7.03406E-05,-0.207124993
137,XT46,658289,2238070,26.16,17.9,17.42,34.82,96.3,0.037063599,0.0397075,0.056838099,0.034173299,0.071280003,0.232170999,0.281861991,0.286702991,0.300898999,0.084626697,0.0274186,8.389670372,0.787,0.66910398,0.351877987,0.461450994,0.461252004,0.806762993,0.00126973,0.033160102,6.63764E-05,-0.249032006
138,XT47,658759,2238300,21.4,17.51,22.39,33.47,94.77,0.0380143,0.040211301,0.054875702,0.037819698,0.066108599,0.182170004,0.217432007,0.20634,0.233769998,0.074417703,0.029242801,5.455890179,0.690204978,0.579845011,0.272195995,0.339686006,0.324800998,0.494942993,0.000736707,0.033322901,7.84905E-05,-0.184
139,XT49,660075,2237760,16.21,17.13,20.77,40.4,94.51,0.0385575,0.041722201,0.0586772,0.0413507,0.068407401,0.149860993,0.165101007,0.173020005,0.174804002,0.063696302,0.028062399,4.184209824,0.61421299,0.493501008,0.246511996,0.276472986,0.258731008,0.271100998,0.000679412,0.035891801,0.000100331,-0.173216999
140,XT50,659690,2237781,15.74,18.35,20.92,43.86,98.87,0.0342094,0.037187401,0.0536488,0.036908299,0.065533802,0.169437006,0.193702996,0.197167993,0.20442,0.072171398,0.0298866,5.342110157,0.684647977,0.572207987,0.279430985,0.327473015,0.311607987,0.405389994,0.000751378,0.032559201,7.30815E-05,-0.184861004
141,XT52,657662,2237624,22.12,17.58,20.88,36.18,96.76,0.033937398,0.037439499,0.052666999,0.034857102,0.070475802,0.205474004,0.236531004,0.239581004,0.253825009,0.084218301,0.032783698,6.873209953,0.745974004,0.639572978,0.338153005,0.396526992,0.386785001,0.587985992,0.00114182,0.0315786,6.39915E-05,-0.203484997
142,XT54,659716.6702,2237755.408,17.43,17.25,20.74,18.94,74.36,0.039914802,0.038951602,0.0574512,0.036452498,0.070246004,0.167200997,0.188458994,0.186289996,0.190870002,0.062879302,0.0265602,5.110479832,0.672693014,0.528587997,0.316718996,0.310977012,0.294081002,0.361809999,0.00105552,0.034019899,7.63404E-05,-0.223618999
143,XT55,660454,2237771,23.08,17.55,19.78,46.59,107,0.037063599,0.0375655,0.054262199,0.037478,0.070360899,0.184514001,0.215083003,0.216297999,0.225658,0.0785015,0.031925298,5.771339893,0.704638004,0.598890007,0.304926008,0.355848998,0.342240989,0.465748996,0.000975412,0.032973401,7.62166E-05,-0.182953998
144,XT05,661640,2236314,20.59,16.51,18,36.49,91.59,0.0295818,0.032268099,0.050211899,0.029841,0.068292499,0.209482998,0.245697007,0.258765012,0.262546003,0.074519798,0.0251652,8.671429634,0.793205023,0.674978971,0.391828001,0.435434014,0.430184007,0.662122011,0.00133947,0.029205,4.47131E-05,-0.25446701
145,XT07,662151,2236699,19.73,24.07,13.63,31.27,88.7,0.0380143,0.034539402,0.051071301,0.031437401,0.066683397,0.191764995,0.223196998,0.235741004,0.241255,0.0769701,0.0290282,7.498730183,0.764671028,0.643868983,0.359210014,0.399457008,0.38953799,0.551455021,0.00113222,0.0299858,5.04743E-05,-0.237961993
146,XT08,662368,2236890,18.67,14.89,17.15,37.21,87.92,0.030807501,0.033782501,0.051807899,0.030183099,0.0728883,0.229615003,0.269109994,0.283100992,0.288264006,0.107794002,0.040830798,9.379440308,0.807310998,0.690614998,0.414326012,0.46647501,0.466452003,0.75267601,0.00164368,0.029979501,4.71981E-05,-0.26374501
147,XT09,662183,2236924,16.31,13.1,15.19,36.45,81.05,0.032032698,0.034665499,0.054384898,0.033717401,0.074496299,0.229615003,0.269109994,0.273528993,0.294997007,0.095854498,0.036002599,8.112409592,0.780519009,0.668298006,0.376836985,0.445611,0.442636997,0.725535989,0.0014989,0.031994499,6.18282E-05,-0.234586
148,XT10,662044,2236592,15.28,11.61,18.18,36.88,81.95,0.043033998,0.039959401,0.057573799,0.0396423,0.070131101,0.114757001,0.126643002,0.177331001,0.124724999,0.0417367,0.018834,4.473279953,0.634588003,0.509811997,0.277741998,0.28806299,0.270514011,0.142360002,0.000852992,0.034950901,9.04781E-05,-0.184449002
149,XT23,664705,2237379,24.72,16.09,22.05,42,104.86,0.036656,0.036178902,0.056960698,0.033375401,0.074726,0.215381995,0.249211997,0.246805996,0.261197001,0.091567799,0.0373974,7.394839764,0.761758029,0.624970973,0.38251701,0.410347998,0.402119994,0.622101009,0.00156295,0.033009201,6.34496E-05,-0.261083007
150,XT24,663943,2237118,35.92,18.99,21.97,41.96,118.84,0.030943699,0.032268099,0.051807899,0.0307533,0.073003203,0.221166,0.256345004,0.262147009,0.274165988,0.087280698,0.0310669,8.524200439,0.790009022,0.669965982,0.407202989,0.437747985,0.433012009,0.68344003,0.00160595,0.030123999,4.89981E-05,-0.255017996
151,XT26,662946,2236473,13.33,13.55,12.72,24.24,63.84,0.036112599,0.042980898,0.066149198,0.04727,0.0743815,0.167425007,0.187923998,0.146441996,0.195769995,0.056445401,0.022804501,3.097990036,0.511955976,0.377685994,0.222862005,0.214438006,0.196787,0.316597015,0.000690394,0.0406515,0.000147807,-0.166455001
152,XT27,663334,2236794,13.14,13.24,24.86,40.79,92.03,0.038828999,0.049644198,0.073488101,0.054208402,0.075415097,0.143812999,0.161560997,0.123799004,0.164988995,0.053483602,0.021731401,2.283770084,0.390944004,0.255014986,0.163602993,0.153961003,0.138749003,0.204715997,0.000441552,0.045659199,0.000215948,-0.150980994
153,XT28,663507,2237312,22.49,14.78,19.3,38.81,95.38,0.033393301,0.035043899,0.054384898,0.034401301,0.075644799,0.195222005,0.223943993,0.224326998,0.240943,0.075847,0.0297793,6.520899773,0.734073997,0.609740973,0.374783993,0.375481993,0.363316,0.489167988,0.00152566,0.032175999,6.43617E-05,-0.225076005
154,XT29,662996,2237308,25.95,15.28,14.69,32.76,88.68,0.036656,0.035296202,0.054384898,0.0329195,0.0743815,0.196783006,0.227999002,0.233481005,0.245412007,0.0814621,0.030101201,7.09250021,0.752857983,0.622151017,0.386409014,0.392540008,0.382025987,0.516099989,0.00155328,0.031786099,5.89365E-05,-0.245868996
155,XT30,662666,2237095,22.08,11.93,17.32,30.73,82.06,0.033257298,0.035043899,0.0537715,0.0329195,0.073692396,0.227947995,0.269960999,0.28084901,0.285257995,0.103100002,0.038470399,8.531410217,0.790166974,0.678613007,0.382443011,0.457002997,0.455801994,0.733226001,0.00149998,0.031523999,5.82717E-05,-0.240532994
156,XT31,662859,2237368,27.67,14.03,18.76,34.52,94.98,0.0357049,0.035422299,0.057941601,0.035654899,0.0805813,0.239944994,0.277613014,0.281863004,0.302969992,0.107284002,0.04126,7.905310154,0.775415003,0.658971012,0.386510015,0.451748013,0.450127006,0.720471978,0.00181496,0.034016501,7.36594E-05,-0.238114998
157,XT32,663172,2237476,14.28,14.12,16.28,34.06,78.74,0.033529401,0.036431,0.061250702,0.036794402,0.082991198,0.203691006,0.237917006,0.260569006,0.257355988,0.094935901,0.0380412,7.08175993,0.752529025,0.619346976,0.385663003,0.420964986,0.414741993,0.493631005,0.00193328,0.035726301,8.29228E-05,-0.249439999
158,XT33,664718,2237252,19.95,16.94,22.38,31.87,91.14,0.037471101,0.036178902,0.056102298,0.037705801,0.073807202,0.180830002,0.205572993,0.211998999,0.216915995,0.0769701,0.033749402,5.622449875,0.697996974,0.581484973,0.323740989,0.348724008,0.334538013,0.41128099,0.00117548,0.033797901,7.97622E-05,-0.196107
159,XT34,664149,2236911,32.05,16.57,22.45,32.1,103.17,0.0343454,0.034917802,0.051685099,0.031323399,0.073347799,0.211820006,0.245590001,0.247822002,0.257459998,0.0828913,0.0316034,7.911709785,0.775575995,0.654865026,0.401490003,0.416799992,0.409105986,0.618779004,0.00158398,0.030218,5.07111E-05,-0.245297
160,XT44,657088,2237230,29,16.75,14.02,0,59.77,0.037199501,0.041596301,0.0531579,0.037250102,0.063809298,0.156800002,0.178071007,0.188329995,0.191808999,0.0665555,0.028706299,5.055830002,0.669740021,0.559746981,0.262807995,0.312328994,0.295601994,0.346044004,0.000648812,0.032455102,7.37603E-05,-0.175955996
161,XT48,659641,2237296,15.73,14.94,23.3,39.45,93.42,0.035840798,0.036809199,0.0504575,0.0332614,0.065648802,0.177591994,0.209420994,0.212790996,0.225136995,0.071967199,0.0293501,6.397530079,0.729640007,0.616656005,0.32744199,0.360958993,0.347220987,0.476543993,0.000950539,0.030216999,5.58223E-05,-0.205402002
